Using cuDNN version 5110 on context None
Preallocating 2437/12189 Mb (0.200000) on cuda0
Mapped name None to device cuda0: TITAN X (Pascal) (0000:02:00.0)
current save dir  /home/guoyuyu/results/youtube/MP_Double_LSTM_OptRes_2/save_dir/
/home/guoyuyu/results/youtube/MP_Double_LSTM_OptRes_2/save_dir/ already exists!
erasing everything in  /home/guoyuyu/results/youtube/MP_Double_LSTM_OptRes_2/save_dir/
saving model config into /home/guoyuyu/results/youtube/MP_Double_LSTM_OptRes_2/save_dir/model_config.pkl
Model Type: attention
Dataset: youtube2text
Command: train_model.py
training an attention model
/home/guoyuyu/code/code_by_myself/video_caption/MP_LSTM/model_deepRNN.py:15: UserWarning: Feeding context to output directly seems to hurt.
  warnings.warn('Feeding context to output directly seems to hurt.')
Loading data
loading youtube2text opt_res features
uneven minibath chunking, overall 64, last one 12
uneven minibath chunking, overall 200, last one 91
uneven minibath chunking, overall 200, last one 168
init params
<bound method OrderedDict.keys of OrderedDict([('Wemb', Wemb), ('tu_lstm_W', tu_lstm_W), ('tu_lstm_U', tu_lstm_U), ('tu_lstm_b', tu_lstm_b), ('mu_lstm_W', mu_lstm_W), ('mu_lstm_V', mu_lstm_V), ('mu_lstm_U', mu_lstm_U), ('mu_lstm_b', mu_lstm_b), ('ff_logit_lstm_W', ff_logit_lstm_W), ('ff_logit_lstm_b', ff_logit_lstm_b)])>
buliding sampler
Building f_init... Done
building f_next...
Done
building f_log_probs
compute grad
build train fns
compilation took 16.6574 sec
Optimization
Epoch  0
Sample ( 5 )  :  a
Truth  6 :  a man sits at a table and consumes lots of food
Sample ( 6 )  :  a
Truth  7 :  a man is dancing
Sample ( 7 )  :  a
Truth  8 :  someone is playing with a bunny
Sample ( 8 )  :  a
Truth  9 :  two boys playing cricket
Sample ( 9 )  :  a
Epoch  0 Update  210 Train cost mean so far 38.5188217163 fetching data time spent (sec) 0.104 update time spent (sec) 0.426
Epoch  0 Update  220 Train cost mean so far 42.2101020813 fetching data time spent (sec) 0.108 update time spent (sec) 0.46
Epoch  0 Update  230 Train cost mean so far 41.0149803162 fetching data time spent (sec) 0.104 update time spent (sec) 0.417
Epoch  0 Update  240 Train cost mean so far 42.8076400757 fetching data time spent (sec) 0.115 update time spent (sec) 0.415
Epoch  0 Update  250 Train cost mean so far 42.6146774292 fetching data time spent (sec) 0.105 update time spent (sec) 0.556
Epoch  0 Update  260 Train cost mean so far 44.3813476562 fetching data time spent (sec) 0.111 update time spent (sec) 0.489
Epoch  0 Update  270 Train cost mean so far 45.4109649658 fetching data time spent (sec) 0.102 update time spent (sec) 0.457
Epoch  0 Update  280 Train cost mean so far 40.8306007385 fetching data time spent (sec) 0.097 update time spent (sec) 0.392
Epoch  0 Update  290 Train cost mean so far 41.4673652649 fetching data time spent (sec) 0.103 update time spent (sec) 0.34
Epoch  0 Update  300 Train cost mean so far 40.6687011719 fetching data time spent (sec) 0.101 update time spent (sec) 0.379
------------- sampling from train ----------
Truth  0 :  a man slices bread
Sample ( 0 )  :  a man
Truth  1 :  the cat is playing in forest
Sample ( 1 )  :  a
Truth  2 :  a woman is pouring eggs into a pan
Sample ( 2 )  :  a man
Truth  3 :  a hampster is eating
Sample ( 3 )  :  a
Truth  4 :  someone is washing their foot with a toothbrush
Sample ( 4 )  :  a man
Truth  5 :  someone is seasoning beans
Sample ( 5 )  :  a man
Truth  6 :  the car ran into the building
Sample ( 6 )  :  a man
Truth  7 :  a man cooking his kichen
Sample ( 7 )  :  a man
Truth  8 :  a man is cleaning a floor with an industrial machine
Sample ( 8 )  :  a man
Truth  9 :  a monkey is swinging on the trees
Sample ( 9 )  :  a man
------------- sampling from valid ----------
Truth  0 :  a cat is walking on it 's front legs
Sample ( 0 )  :  a man
Truth  1 :  people are jumping in the water
Sample ( 1 )  :  a man
Truth  2 :  a man pours oil on tomato slices
Sample ( 2 )  :  a man
Truth  3 :  a cat is playing
Sample ( 3 )  :  a is
Truth  4 :  two black men are walking down the isle near the dance floor in a bar
Sample ( 4 )  :  a man
Truth  5 :  a man is cutting a carrot
Sample ( 5 )  :  a man
Truth  6 :  a little boy is playing guitar on a stage
Sample ( 6 )  :  a man
Truth  7 :  someone is working on computer
Sample ( 7 )  :  a man
Truth  8 :  a dog eating a watermelon
Sample ( 8 )  :  a
Truth  9 :  the target got more bullet holes in it
Sample ( 9 )  :  a man
Epoch  0 Update  310 Train cost mean so far 43.5214691162 fetching data time spent (sec) 0.092 update time spent (sec) 0.424
Epoch  0 Update  320 Train cost mean so far 42.39503479 fetching data time spent (sec) 0.103 update time spent (sec) 0.432
Epoch  0 Update  330 Train cost mean so far 37.9845581055 fetching data time spent (sec) 0.12 update time spent (sec) 0.403
Epoch  0 Update  340 Train cost mean so far 39.7930183411 fetching data time spent (sec) 0.109 update time spent (sec) 0.387
Epoch  0 Update  350 Train cost mean so far 37.979309082 fetching data time spent (sec) 0.094 update time spent (sec) 0.495
Epoch  0 Update  360 Train cost mean so far 39.8425598145 fetching data time spent (sec) 0.099 update time spent (sec) 0.372
Epoch  0 Update  370 Train cost mean so far 40.7028617859 fetching data time spent (sec) 0.1 update time spent (sec) 0.386
Epoch  0 Update  380 Train cost mean so far 42.782119751 fetching data time spent (sec) 0.102 update time spent (sec) 0.486
Epoch  0 Update  390 Train cost mean so far 44.4062271118 fetching data time spent (sec) 0.093 update time spent (sec) 0.459
Epoch  0 Update  400 Train cost mean so far 38.9930419922 fetching data time spent (sec) 0.106 update time spent (sec) 0.426
------------- sampling from train ----------
Truth  0 :  a cat search a box
Sample ( 0 )  :  a cat
Truth  1 :  a pitcher is being filled with water
Sample ( 1 )  :  a woman
Truth  2 :  two puppies are playing with a piece of paper
Sample ( 2 )  :  a cat
Truth  3 :  a plane appears to fly out of the ocean
Sample ( 3 )  :  a man
Truth  4 :  two boys are trying to communicate about kicking a soccer ball
Sample ( 4 )  :  a man
Truth  5 :  a dog shaking his tail
Sample ( 5 )  :  a cat is
Truth  6 :  animal is playing
Sample ( 6 )  :  a is
Truth  7 :  a dog and a child are playing
Sample ( 7 )  :  a man
Truth  8 :  an excited puppy is sitting and whimpering on the stairs
Sample ( 8 )  :  a cat
Truth  9 :  the boy is playing guitar
Sample ( 9 )  :  a man
------------- sampling from valid ----------
Truth  0 :  the man is slicing a vegetable
Sample ( 0 )  :  a woman
Truth  1 :  a women is playing flute
Sample ( 1 )  :  a man
Truth  2 :  a bird is dancing on the back of a chair
Sample ( 2 )  :  a cat
Truth  3 :  somebody is working in a computer
Sample ( 3 )  :  a man
Truth  4 :  the woman is writing
Sample ( 4 )  :  a man
Truth  5 :  a woman is taking her pet dog for a walk on the street
Sample ( 5 )  :  a man is
Truth  6 :  women are preforming a traditonal dance
Sample ( 6 )  :  a man
Truth  7 :  a lady is garnishing
Sample ( 7 )  :  a woman
Truth  8 :  a gwomen singing with piano
Sample ( 8 )  :  a man
Truth  9 :  a kitten is playing on top of a cat toy
Sample ( 9 )  :  a cat
Epoch  0 Update  410 Train cost mean so far 36.0015907288 fetching data time spent (sec) 0.113 update time spent (sec) 0.388
Epoch  0 Update  420 Train cost mean so far 33.6691665649 fetching data time spent (sec) 0.104 update time spent (sec) 0.353
Epoch  0 Update  430 Train cost mean so far 36.7681503296 fetching data time spent (sec) 0.093 update time spent (sec) 0.379
Epoch  0 Update  440 Train cost mean so far 35.794090271 fetching data time spent (sec) 0.105 update time spent (sec) 0.365
Epoch  0 Update  450 Train cost mean so far 37.7109680176 fetching data time spent (sec) 0.099 update time spent (sec) 0.433
Epoch  0 Update  460 Train cost mean so far 39.995223999 fetching data time spent (sec) 0.111 update time spent (sec) 0.428
Epoch  0 Update  470 Train cost mean so far 41.2470207214 fetching data time spent (sec) 0.109 update time spent (sec) 0.394
Epoch  0 Update  480 Train cost mean so far 38.9395446777 fetching data time spent (sec) 0.1 update time spent (sec) 0.414
Epoch  0 Update  490 Train cost mean so far 37.4151229858 fetching data time spent (sec) 0.104 update time spent (sec) 0.393
Epoch  0 Update  500 Train cost mean so far 40.2970542908 fetching data time spent (sec) 0.091 update time spent (sec) 0.378
------------- sampling from train ----------
Truth  0 :  the person move the pencil very awesome
Sample ( 0 )  :  a man is
Truth  1 :  a horse is driven by a woman
Sample ( 1 )  :  a man is
Truth  2 :  a black boar is running in the woods
Sample ( 2 )  :  a man is
Truth  3 :  a person is dismantling a camera
Sample ( 3 )  :  a man
Truth  4 :  cat drinking water
Sample ( 4 )  :  a cat
Truth  5 :  the man jumped off the building to the street
Sample ( 5 )  :  a man is
Truth  6 :  the women are dancing
Sample ( 6 )  :  a are
Truth  7 :  a chef is slicing a piece of raw fish
Sample ( 7 )  :  a man is
Truth  8 :  a dog is sitting in a small tub of water and frolicking in it
Sample ( 8 )  :  a dog is
Truth  9 :  he is carateman
Sample ( 9 )  :  a man is
------------- sampling from valid ----------
Truth  0 :  the dog is running and is being hit by a obstacle
Sample ( 0 )  :  a man is
Truth  1 :  the boy danced on a park bench
Sample ( 1 )  :  a man is
Truth  2 :  a man gets shot on his horse
Sample ( 2 )  :  a man is
Truth  3 :  the mouse is eating
Sample ( 3 )  :  a cat
Truth  4 :  someone is shooting at a target
Sample ( 4 )  :  a man is
Truth  5 :  the man played his guitar
Sample ( 5 )  :  a man is
Truth  6 :  one man showing stunt during skating
Sample ( 6 )  :  a man is
Truth  7 :  a man pours oil over tomato slices
Sample ( 7 )  :  a person
Truth  8 :  one young man is throwing tennis balls at another
Sample ( 8 )  :  a man
Truth  9 :  a man is driving a toy car in office
Sample ( 9 )  :  a man is
Epoch  0 Update  510 Train cost mean so far 42.0382041931 fetching data time spent (sec) 0.098 update time spent (sec) 0.45
Epoch  0 Update  520 Train cost mean so far 39.1797447205 fetching data time spent (sec) 0.101 update time spent (sec) 0.374
Epoch  0 Update  530 Train cost mean so far 36.2191925049 fetching data time spent (sec) 0.096 update time spent (sec) 0.399
Epoch  0 Update  540 Train cost mean so far 36.1301078796 fetching data time spent (sec) 0.1 update time spent (sec) 0.369
Epoch  0 Update  550 Train cost mean so far 39.3623847961 fetching data time spent (sec) 0.107 update time spent (sec) 0.477
Epoch  0 Update  560 Train cost mean so far 41.9077796936 fetching data time spent (sec) 0.1 update time spent (sec) 0.37
Epoch  0 Update  570 Train cost mean so far 38.1326675415 fetching data time spent (sec) 0.102 update time spent (sec) 0.375
Epoch  0 Update  580 Train cost mean so far 34.942855835 fetching data time spent (sec) 0.1 update time spent (sec) 0.344
Epoch  0 Update  590 Train cost mean so far 35.1707344055 fetching data time spent (sec) 0.109 update time spent (sec) 0.404
Epoch  0 Update  600 Train cost mean so far 37.0614280701 fetching data time spent (sec) 0.101 update time spent (sec) 0.404
------------- sampling from train ----------
Truth  0 :  two girls are dancing with funny
Sample ( 0 )  :  a man is
Truth  1 :  the two boys are dancing
Sample ( 1 )  :  a man is
Truth  2 :  a woman is peeling an apple
Sample ( 2 )  :  a woman is
Truth  3 :  the man used a sword to slice the boot
Sample ( 3 )  :  a man is
Truth  4 :  the woman is eating
Sample ( 4 )  :  a woman is
Truth  5 :  a cat plays the piano
Sample ( 5 )  :  a cat is
Truth  6 :  the foxes ate from the pan
Sample ( 6 )  :  a dog is
Truth  7 :  a man is trying to make many bubbles
Sample ( 7 )  :  a man is
Truth  8 :  an elephant drawing a picture with paint
Sample ( 8 )  :  a man is
Truth  9 :  one cat is jumping and another is climbing over a barrier
Sample ( 9 )  :  a cat is
------------- sampling from valid ----------
Truth  0 :  the man is slicing a vegetable
Sample ( 0 )  :  a man is
Truth  1 :  a women is playing flute
Sample ( 1 )  :  a man is
Truth  2 :  a bird is dancing on the back of a chair
Sample ( 2 )  :  a cat is
Truth  3 :  somebody is working in a computer
Sample ( 3 )  :  a man is
Truth  4 :  the woman is writing
Sample ( 4 )  :  a man is
Truth  5 :  a woman is taking her pet dog for a walk on the street
Sample ( 5 )  :  a man is
Truth  6 :  women are preforming a traditonal dance
Sample ( 6 )  :  a man is
Truth  7 :  a lady is garnishing
Sample ( 7 )  :  a woman is
Truth  8 :  a gwomen singing with piano
Sample ( 8 )  :  a man is
Truth  9 :  a kitten is playing on top of a cat toy
Sample ( 9 )  :  a cat is
Epoch  0 Update  610 Train cost mean so far 40.7943153381 fetching data time spent (sec) 0.099 update time spent (sec) 0.482
Epoch  0 Update  620 Train cost mean so far 39.6133079529 fetching data time spent (sec) 0.1 update time spent (sec) 0.481
Epoch  0 Update  630 Train cost mean so far 37.7724723816 fetching data time spent (sec) 0.099 update time spent (sec) 0.434
Epoch  0 Update  640 Train cost mean so far 38.6801147461 fetching data time spent (sec) 0.094 update time spent (sec) 0.402
Epoch  0 Update  650 Train cost mean so far 37.0458869934 fetching data time spent (sec) 0.096 update time spent (sec) 0.389
Epoch  0 Update  660 Train cost mean so far 38.1331710815 fetching data time spent (sec) 0.1 update time spent (sec) 0.524
Epoch  0 Update  670 Train cost mean so far 40.7714538574 fetching data time spent (sec) 0.107 update time spent (sec) 0.429
Epoch  0 Update  680 Train cost mean so far 40.0507278442 fetching data time spent (sec) 0.109 update time spent (sec) 0.404
Epoch  0 Update  690 Train cost mean so far 34.6865577698 fetching data time spent (sec) 0.104 update time spent (sec) 0.421
Epoch  0 Update  700 Train cost mean so far 37.9813804626 fetching data time spent (sec) 0.132 update time spent (sec) 0.427
------------- sampling from train ----------
Truth  0 :  women athletes running a marathon
Sample ( 0 )  :  a man is
Truth  1 :  gladiators riding on horses and passing througth jungle
Sample ( 1 )  :  a man is
Truth  2 :  a dog is playing with a stick
Sample ( 2 )  :  a dog is
Truth  3 :  a dog is driving a car
Sample ( 3 )  :  a dog is
Truth  4 :  a wet dog is running around a garden
Sample ( 4 )  :  a dog is
Truth  5 :  someone stirred the rice and milk in the pot
Sample ( 5 )  :  a man is
Truth  6 :  a man is trying to slice through a package of ground meat
Sample ( 6 )  :  a man is
Truth  7 :  a woman cracks an egg
Sample ( 7 )  :  a man is
Truth  8 :  a woman is chopping octopus
Sample ( 8 )  :  a woman is
Truth  9 :  a cow eats grass
Sample ( 9 )  :  a dog is
------------- sampling from valid ----------
Truth  0 :  a man is drawing a diagram on a flip chart
Sample ( 0 )  :  a man is
Truth  1 :  a man is sanding a statue
Sample ( 1 )  :  a man is
Truth  2 :  a man playing a guitar
Sample ( 2 )  :  a man is
Truth  3 :  a boy is playing the piano and singing
Sample ( 3 )  :  a man is
Truth  4 :  someone is mixing spices in a bowl
Sample ( 4 )  :  a man is
Truth  5 :  a cook is dropping french fries into a pot of hot oil
Sample ( 5 )  :  a man is
Truth  6 :  a man is making some shapes
Sample ( 6 )  :  a man is
Truth  7 :  preparing something
Sample ( 7 )  :  a man is
Truth  8 :  a girl is makeup herself
Sample ( 8 )  :  a man is
Truth  9 :  a man is dancing
Sample ( 9 )  :  a man is
Epoch  0 Update  710 Train cost mean so far 36.6828689575 fetching data time spent (sec) 0.101 update time spent (sec) 0.355
Epoch  0 Update  720 Train cost mean so far 35.3877410889 fetching data time spent (sec) 0.103 update time spent (sec) 0.467
Epoch  0 Update  730 Train cost mean so far 35.4841499329 fetching data time spent (sec) 0.108 update time spent (sec) 0.464
Epoch  0 Update  740 Train cost mean so far 34.9673080444 fetching data time spent (sec) 0.107 update time spent (sec) 0.408
Epoch  0 Update  750 Train cost mean so far 35.2645378113 fetching data time spent (sec) 0.102 update time spent (sec) 0.404
Epoch  0 Update  760 Train cost mean so far 36.9509315491 fetching data time spent (sec) 0.095 update time spent (sec) 0.461
This epoch has seen 48780 samples, train cost 40.56
Epoch  1
Epoch  1 Update  770 Train cost mean so far 37.0647971082 fetching data time spent (sec) 0.104 update time spent (sec) 0.45
Epoch  1 Update  780 Train cost mean so far 36.9682135305 fetching data time spent (sec) 0.094 update time spent (sec) 0.419
Epoch  1 Update  790 Train cost mean so far 36.7904517845 fetching data time spent (sec) 0.106 update time spent (sec) 0.421
Epoch  1 Update  800 Train cost mean so far 36.8214657813 fetching data time spent (sec) 0.1 update time spent (sec) 0.396
------------- sampling from train ----------
Truth  0 :  a man is spreading margarine on a tortilla
Sample ( 0 )  :  a man is
Truth  1 :  he is cutting green onion
Sample ( 1 )  :  a man is
Truth  2 :  a dog barks and then a lady in a kitchen bows
Sample ( 2 )  :  a dog is
Truth  3 :  someone is pouring rice into rice cooker
Sample ( 3 )  :  a man is
Truth  4 :  a cheetah is chasing a gazelle
Sample ( 4 )  :  a man is
Truth  5 :  someone is using sign language
Sample ( 5 )  :  a man is
Truth  6 :  a stunt men is showing the stunt
Sample ( 6 )  :  a man is
Truth  7 :  using a spoon a woman is stirring a mixture of milk and gelatin powder in a glass
Sample ( 7 )  :  a woman is
Truth  8 :  somebody is cooking
Sample ( 8 )  :  a man is
Truth  9 :  a hamster is eating something that looks like nuts
Sample ( 9 )  :  a is is
------------- sampling from valid ----------
Truth  0 :  a baby is playing
Sample ( 0 )  :  a baby is
Truth  1 :  a man plays guitar
Sample ( 1 )  :  a man is
Truth  2 :  a man is shot on a horse
Sample ( 2 )  :  a man is
Truth  3 :  the girl wrote on paper while sitting outside
Sample ( 3 )  :  a man is
Truth  4 :  gelato is like a puppy
Sample ( 4 )  :  a dog is
Truth  5 :  a person is fighting with the lion
Sample ( 5 )  :  a dog is
Truth  6 :  a guy is preparing the chicken roast
Sample ( 6 )  :  a man is
Truth  7 :  the person is cooking the something
Sample ( 7 )  :  a man is
Truth  8 :  bullet holes are appearing on a target
Sample ( 8 )  :  a man is
Truth  9 :  a man is pouring a drink into two cups
Sample ( 9 )  :  a man is
Epoch  1 Update  810 Train cost mean so far 36.8206392049 fetching data time spent (sec) 0.101 update time spent (sec) 0.403
Epoch  1 Update  820 Train cost mean so far 37.2203880721 fetching data time spent (sec) 0.103 update time spent (sec) 0.408
Epoch  1 Update  830 Train cost mean so far 36.9754851797 fetching data time spent (sec) 0.114 update time spent (sec) 0.475
Epoch  1 Update  840 Train cost mean so far 37.2750663381 fetching data time spent (sec) 0.096 update time spent (sec) 0.38
Epoch  1 Update  850 Train cost mean so far 37.1539247465 fetching data time spent (sec) 0.11 update time spent (sec) 0.45
Epoch  1 Update  860 Train cost mean so far 37.48892527 fetching data time spent (sec) 0.096 update time spent (sec) 0.427
Epoch  1 Update  870 Train cost mean so far 37.5839142851 fetching data time spent (sec) 0.12 update time spent (sec) 0.407
Epoch  1 Update  880 Train cost mean so far 36.8294522174 fetching data time spent (sec) 0.116 update time spent (sec) 0.415
Epoch  1 Update  890 Train cost mean so far 37.0306359366 fetching data time spent (sec) 0.105 update time spent (sec) 0.503
Epoch  1 Update  900 Train cost mean so far 36.5456772801 fetching data time spent (sec) 0.111 update time spent (sec) 0.485
------------- sampling from train ----------
Truth  0 :  a man throws his drink on a camera
Sample ( 0 )  :  a man is
Truth  1 :  the man is shooting
Sample ( 1 )  :  a man is
Truth  2 :  the man did a backward flip jump into the water
Sample ( 2 )  :  a man is
Truth  3 :  a man playing guitar
Sample ( 3 )  :  a man is
Truth  4 :  a band is performing onstage for a live audience
Sample ( 4 )  :  a man is
Truth  5 :  the man poured the liquid out of the container
Sample ( 5 )  :  a man is
Truth  6 :  a woman dances in the rain out side
Sample ( 6 )  :  a man is
Truth  7 :  a cat plays the piano
Sample ( 7 )  :  a cat is
Truth  8 :  a boy is flipping on a trampoline
Sample ( 8 )  :  a man is
Truth  9 :  a loris eat her food
Sample ( 9 )  :  a cat is
------------- sampling from valid ----------
Truth  0 :  two cats playfully fight
Sample ( 0 )  :  a cat is
Truth  1 :  the person is cutting tomato
Sample ( 1 )  :  a man is
Truth  2 :  a man is writing
Sample ( 2 )  :  a man is
Truth  3 :  a man is doing some skating stunts
Sample ( 3 )  :  a man is
Truth  4 :  the person is playing drums
Sample ( 4 )  :  a man is
Truth  5 :  someone petting a beaver
Sample ( 5 )  :  a baby is
Truth  6 :  a person eating with hands and spoon
Sample ( 6 )  :  a man is
Truth  7 :  a boy trying to walk and dance
Sample ( 7 )  :  a baby is
Truth  8 :  a man cuts some wood with a knife
Sample ( 8 )  :  a man is
Truth  9 :  a man wearing rubber gloves holds a hunting knife perpendicular on a piece of wood and hammers the blade with a wooden stick
Sample ( 9 )  :  a man is
Epoch  1 Update  910 Train cost mean so far 37.0702502102 fetching data time spent (sec) 0.095 update time spent (sec) 0.423
Epoch  1 Update  920 Train cost mean so far 36.6001990425 fetching data time spent (sec) 0.097 update time spent (sec) 0.421
Epoch  1 Update  930 Train cost mean so far 36.7743402913 fetching data time spent (sec) 0.114 update time spent (sec) 0.393
Epoch  1 Update  940 Train cost mean so far 37.1171885173 fetching data time spent (sec) 0.104 update time spent (sec) 0.365
Epoch  1 Update  950 Train cost mean so far 37.1682823276 fetching data time spent (sec) 0.114 update time spent (sec) 0.422
Epoch  1 Update  960 Train cost mean so far 36.7149208085 fetching data time spent (sec) 0.106 update time spent (sec) 0.517
Epoch  1 Update  970 Train cost mean so far 36.929616385 fetching data time spent (sec) 0.106 update time spent (sec) 0.406
Epoch  1 Update  980 Train cost mean so far 36.4407557639 fetching data time spent (sec) 0.107 update time spent (sec) 0.347
Epoch  1 Update  990 Train cost mean so far 36.3664224615 fetching data time spent (sec) 0.097 update time spent (sec) 0.354
Epoch  1 Update  1000 Train cost mean so far 36.5655718212 fetching data time spent (sec) 0.104 update time spent (sec) 0.427
------------- sampling from train ----------
Truth  0 :  a woman ties a bundle of envelopes together
Sample ( 0 )  :  a woman is
Truth  1 :  a woman adds some cream salt and pepper to a glass bowl containing two beaten eggs
